"ZIP
code [1]",Size of adjusted gross income,,,,,
12972,"$200,000 or more",,,,,
,,,,,,
12974,,,,,,
12974,"$1 under $25,000",,,,,
12974,"$25,000 under $50,000",,,,,
12974,"$50,000 under $75,000",,,,,
12974,"$75,000 under $100,000",,,,,
12974,"$100,000 under $200,000",,,,,
12974,"$200,000 or more",,,,,
,,,,,,
12978,,,,,,
12978,"$1 under $25,000",,,,,
12978,"$25,000 under $50,000",,,,,
12978,"$50,000 under $75,000",,,,,
12978,"$75,000 under $100,000",,,,,
12978,"$100,000 under $200,000",,,,,
12978,"$200,000 or more",,,,,
,,,,,,
12979,,,,,,
12979,"$1 under $25,000",,,,,
12979,"$25,000 under $50,000",,,,,
12979,"$50,000 under $75,000",,,,,
12979,"$75,000 under $100,000",,,,,
12979,"$100,000 under $200,000",,,,,
12979,"$200,000 or more",,,,,
,,,,,,
12980,,,,,,
12980,"$1 under $25,000",,,,,
12980,"$25,000 under $50,000",,,,,
12980,"$50,000 under $75,000",,,,,
12980,"$75,000 under $100,000",,,,,
12980,"$100,000 under $200,000",,,,,
12980,"$200,000 or more",,,,,
,,,,,,
12981,,,,,,
12981,"$1 under $25,000",,,,,
12981,"$25,000 under $50,000",,,,,
12981,"$50,000 under $75,000",,,,,
12981,"$75,000 under $100,000",,,,,
12981,"$100,000 under $200,000",,,,,
12981,"$200,000 or more",,,,,
,,,,,,
12983,,,,,,
12983,"$1 under $25,000",,,,,
12983,"$25,000 under $50,000",,,,,
12983,"$50,000 under $75,000",,,,,
12983,"$75,000 under $100,000",,,,,
12983,"$100,000 under $200,000",,,,,
12983,"$200,000 or more",,,,,
,,,,,,
12985,,,,,,
12985,"$1 under $25,000",,,,,
12985,"$25,000 under $50,000",,,,,
12985,"$50,000 under $75,000",,,,,
12985,"$75,000 under $100,000",,,,,
12985,"$100,000 under $200,000",,,,,
12985,"$200,000 or more",,,,,
,,,,,,
12986,,,,,,
12986,"$1 under $25,000",,,,,
12986,"$25,000 under $50,000",,,,,
12986,"$50,000 under $75,000",,,,,
12986,"$75,000 under $100,000",,,,,
12986,"$100,000 under $200,000",,,,,
12986,"$200,000 or more",,,,,
,,,,,,
12987,,,,,,
12987,"$1 under $25,000",,,,,
12987,"$25,000 under $50,000",,,,,
12987,"$50,000 under $75,000",,,,,
12987,"$75,000 under $100,000",,,,,
12987,"$100,000 under $200,000",,,,,
12987,"$200,000 or more",,,,,
,,,,,,
12989,,,,,,
12989,"$1 under $25,000",,,,,
12989,"$25,000 under $50,000",,,,,
12989,"$50,000 under $75,000",,,,,
12989,"$75,000 under $100,000",,,,,
12989,"$100,000 under $200,000",,,,,
12989,"$200,000 or more",,,,,
,,,,,,
12992,,,,,,
12992,"$1 under $25,000",,,,,
12992,"$25,000 under $50,000",,,,,
12992,"$50,000 under $75,000",,,,,
12992,"$75,000 under $100,000",,,,,
12992,"$100,000 under $200,000",,,,,
12992,"$200,000 or more",,,,,
,,,,,,
12993,,,,,,
12993,"$1 under $25,000",,,,,
12993,"$25,000 under $50,000",,,,,
12993,"$50,000 under $75,000",,,,,
12993,"$75,000 under $100,000",,,,,
12993,"$100,000 under $200,000",,,,,
12993,"$200,000 or more",,,,,
,,,,,,
12996,,,,,,
12996,"$1 under $25,000",,,,,
12996,"$25,000 under $50,000",,,,,
12996,"$50,000 under $75,000",,,,,
12996,"$75,000 under $100,000",,,,,
12996,"$100,000 under $200,000",,,,,
12996,"$200,000 or more",,,,,
,,,,,,
12997,,,,,,
12997,"$1 under $25,000",,,,,
12997,"$25,000 under $50,000",,,,,
12997,"$50,000 under $75,000",,,,,
12997,"$75,000 under $100,000",,,,,
12997,"$100,000 under $200,000",,,,,
12997,"$200,000 or more",,,,,
,,,,,,
12998,,,,,,
12998,"$1 under $25,000",,,,,
12998,"$25,000 under $50,000",,,,,
12998,"$50,000 under $75,000",,,,,
12998,"$75,000 under $100,000",,,,,
12998,"$100,000 under $200,000",,,,,
12998,"$200,000 or more",,,,,
,,,,,,
13021,,,,,,
13021,"$1 under $25,000",,,,,
13021,"$25,000 under $50,000",,,,,
13021,"$50,000 under $75,000",,,,,
13021,"$75,000 under $100,000",,,,,
13021,"$100,000 under $200,000",,,,,
13021,"$200,000 or more",,,,,
,,,,,,
13026,,,,,,
13026,"$1 under $25,000",,,,,
13026,"$25,000 under $50,000",,,,,
13026,"$50,000 under $75,000",,,,,
13026,"$75,000 under $100,000",,,,,
13026,"$100,000 under $200,000",,,,,
13026,"$200,000 or more",,,,,
,,,,,,
13027,,,,,,
13027,"$1 under $25,000",,,,,
13027,"$25,000 under $50,000",,,,,
13027,"$50,000 under $75,000",,,,,
13027,"$75,000 under $100,000",,,,,
13027,"$100,000 under $200,000",,,,,
13027,"$200,000 or more",,,,,
,,,,,,
13028,,,,,,
13028,"$1 under $25,000",,,,,
13028,"$25,000 under $50,000",,,,,
13028,"$50,000 under $75,000",,,,,
13028,"$75,000 under $100,000",,,,,
13028,"$100,000 under $200,000",,,,,
13028,"$200,000 or more",,,,,
,,,,,,
13029,,,,,,
13029,"$1 under $25,000",,,,,
13029,"$25,000 under $50,000",,,,,
13029,"$50,000 under $75,000",,,,,
13029,"$75,000 under $100,000",,,,,
13029,"$100,000 under $200,000",,,,,
13029,"$200,000 or more",,,,,
,,,,,,
13030,,,,,,
13030,"$1 under $25,000",,,,,
13030,"$25,000 under $50,000",,,,,
13030,"$50,000 under $75,000",,,,,
13030,"$75,000 under $100,000",,,,,
13030,"$100,000 under $200,000",,,,,
13030,"$200,000 or more",,,,,
,,,,,,
13031,,,,,,
13031,"$1 under $25,000",,,,,
13031,"$25,000 under $50,000",,,,,
13031,"$50,000 under $75,000",,,,,
13031,"$75,000 under $100,000",,,,,
13031,"$100,000 under $200,000",,,,,
13031,"$200,000 or more",,,,,
,,,,,,
13032,,,,,,
13032,"$1 under $25,000",,,,,
13032,"$25,000 under $50,000",,,,,
13032,"$50,000 under $75,000",,,,,
13032,"$75,000 under $100,000",,,,,
13032,"$100,000 under $200,000",,,,,
13032,"$200,000 or more",,,,,
,,,,,,
13033,,,,,,
13033,"$1 under $25,000",,,,,
13033,"$25,000 under $50,000",,,,,
13033,"$50,000 under $75,000",,,,,
13033,"$75,000 under $100,000",,,,,
13033,"$100,000 under $200,000",,,,,
13033,"$200,000 or more",,,,,
,,,,,,
13034,,,,,,
13034,"$1 under $25,000",,,,,
13034,"$25,000 under $50,000",,,,,
13034,"$50,000 under $75,000",,,,,
13034,"$75,000 under $100,000",,,,,
13034,"$100,000 under $200,000",,,,,
13034,"$200,000 or more",,,,,
,,,,,,
13035,,,,,,
13035,"$1 under $25,000",,,,,
13035,"$25,000 under $50,000",,,,,
13035,"$50,000 under $75,000",,,,,
13035,"$75,000 under $100,000",,,,,
13035,"$100,000 under $200,000",,,,,
13035,"$200,000 or more",,,,,
,,,,,,
13036,,,,,,
13036,"$1 under $25,000",,,,,
13036,"$25,000 under $50,000",,,,,
13036,"$50,000 under $75,000",,,,,
13036,"$75,000 under $100,000",,,,,
13036,"$100,000 under $200,000",,,,,
13036,"$200,000 or more",,,,,
,,,,,,
13037,,,,,,
13037,"$1 under $25,000",,,,,
13037,"$25,000 under $50,000",,,,,
13037,"$50,000 under $75,000",,,,,
13037,"$75,000 under $100,000",,,,,
13037,"$100,000 under $200,000",,,,,
13037,"$200,000 or more",,,,,
,,,,,,
13039,,,,,,
13039,"$1 under $25,000",,,,,
13039,"$25,000 under $50,000",,,,,
13039,"$50,000 under $75,000",,,,,
13039,"$75,000 under $100,000",,,,,
13039,"$100,000 under $200,000",,,,,
13039,"$200,000 or more",,,,,
,,,,,,
13040,,,,,,
13040,"$1 under $25,000",,,,,
13040,"$25,000 under $50,000",,,,,
13040,"$50,000 under $75,000",,,,,
13040,"$75,000 under $100,000",,,,,
13040,"$100,000 under $200,000",,,,,
13040,"$200,000 or more",,,,,
,,,,,,
13041,,,,,,
13041,"$1 under $25,000",,,,,
13041,"$25,000 under $50,000",,,,,
13041,"$50,000 under $75,000",,,,,
13041,"$75,000 under $100,000",,,,,
13041,"$100,000 under $200,000",,,,,
13041,"$200,000 or more",,,,,
,,,,,,
13042,,,,,,
13042,"$1 under $25,000",,,,,
13042,"$25,000 under $50,000",,,,,
13042,"$50,000 under $75,000",,,,,
13042,"$75,000 under $100,000",,,,,
13042,"$100,000 under $200,000",,,,,
13042,"$200,000 or more",,,,,
,,,,,,
13044,,,,,,
13044,"$1 under $25,000",,,,,
13044,"$25,000 under $50,000",,,,,
13044,"$50,000 under $75,000",,,,,
13044,"$75,000 under $100,000",,,,,
13044,"$100,000 under $200,000",,,,,
13044,"$200,000 or more",,,,,
,,,,,,
13045,,,,,,
13045,"$1 under $25,000",,,,,
13045,"$25,000 under $50,000",,,,,
13045,"$50,000 under $75,000",,,,,
13045,"$75,000 under $100,000",,,,,
13045,"$100,000 under $200,000",,,,,
13045,"$200,000 or more",,,,,
,,,,,,
13052,,,,,,
13052,"$1 under $25,000",,,,,
13052,"$25,000 under $50,000",,,,,
13052,"$50,000 under $75,000",,,,,
13052,"$75,000 under $100,000",,,,,
13052,"$100,000 under $200,000",,,,,
13052,"$200,000 or more",,,,,
,,,,,,
13053,,,,,,
13053,"$1 under $25,000",,,,,
13053,"$25,000 under $50,000",,,,,
13053,"$50,000 under $75,000",,,,,
13053,"$75,000 under $100,000",,,,,
13053,"$100,000 under $200,000",,,,,
13053,"$200,000 or more",,,,,
,,,,,,
13054,,,,,,
13054,"$1 under $25,000",,,,,
13054,"$25,000 under $50,000",,,,,
13054,"$50,000 under $75,000",,,,,
13054,"$75,000 under $100,000",,,,,
13054,"$100,000 under $200,000",,,,,
13054,"$200,000 or more",,,,,
,,,,,,
13057,,,,,,
13057,"$1 under $25,000",,,,,
13057,"$25,000 under $50,000",,,,,
13057,"$50,000 under $75,000",,,,,
13057,"$75,000 under $100,000",,,,,
13057,"$100,000 under $200,000",,,,,
13057,"$200,000 or more",,,,,
,,,,,,
13060,,,,,,
13060,"$1 under $25,000",,,,,
13060,"$25,000 under $50,000",,,,,
13060,"$50,000 under $75,000",,,,,
13060,"$75,000 under $100,000",,,,,
13060,"$100,000 under $200,000",,,,,
13060,"$200,000 or more",,,,,
,,,,,,
13061,,,,,,
13061,"$1 under $25,000",,,,,
13061,"$25,000 under $50,000",,,,,
13061,"$50,000 under $75,000",,,,,
13061,"$75,000 under $100,000",,,,,
13061,"$100,000 under $200,000",,,,,
13061,"$200,000 or more",,,,,
,,,,,,
13063,,,,,,
13063,"$1 under $25,000",,,,,
13063,"$25,000 under $50,000",,,,,
13063,"$50,000 under $75,000",,,,,
13063,"$75,000 under $100,000",,,,,
13063,"$100,000 under $200,000",,,,,
13063,"$200,000 or more",,,,,
,,,,,,
13066,,,,,,
13066,"$1 under $25,000",,,,,
13066,"$25,000 under $50,000",,,,,
13066,"$50,000 under $75,000",,,,,
13066,"$75,000 under $100,000",,,,,
13066,"$100,000 under $200,000",,,,,
13066,"$200,000 or more",,,,,
,,,,,,
13068,,,,,,
13068,"$1 under $25,000",,,,,
13068,"$25,000 under $50,000",,,,,
13068,"$50,000 under $75,000",,,,,
13068,"$75,000 under $100,000",,,,,
13068,"$100,000 under $200,000",,,,,
13068,"$200,000 or more",,,,,
,,,,,,
13069,,,,,,
13069,"$1 under $25,000",,,,,
13069,"$25,000 under $50,000",,,,,
13069,"$50,000 under $75,000",,,,,
13069,"$75,000 under $100,000",,,,,
13069,"$100,000 under $200,000",,,,,
13069,"$200,000 or more",,,,,
,,,,,,
13071,,,,,,
13071,"$1 under $25,000",,,,,
13071,"$25,000 under $50,000",,,,,
13071,"$50,000 under $75,000",,,,,
13071,"$75,000 under $100,000",,,,,
13071,"$100,000 under $200,000",,,,,
13071,"$200,000 or more",,,,,
,,,,,,
13072,,,,,,
13072,"$1 under $25,000",,,,,
13072,"$25,000 under $50,000",,,,,
13072,"$50,000 under $75,000",,,,,
13072,"$75,000 under $100,000",,,,,
13072,"$100,000 under $200,000",,,,,
13072,"$200,000 or more",,,,,
,,,,,,
13073,,,,,,
13073,"$1 under $25,000",,,,,
13073,"$25,000 under $50,000",,,,,
13073,"$50,000 under $75,000",,,,,
13073,"$75,000 under $100,000",,,,,
13073,"$100,000 under $200,000",,,,,
13073,"$200,000 or more",,,,,
,,,,,,
13074,,,,,,
13074,"$1 under $25,000",,,,,
13074,"$25,000 under $50,000",,,,,
13074,"$50,000 under $75,000",,,,,
13074,"$75,000 under $100,000",,,,,
13074,"$100,000 under $200,000",,,,,
13074,"$200,000 or more",,,,,
,,,,,,
13076,,,,,,
13076,"$1 under $25,000",,,,,
13076,"$25,000 under $50,000",,,,,
13076,"$50,000 under $75,000",,,,,
13076,"$75,000 under $100,000",,,,,
13076,"$100,000 under $200,000",,,,,
13076,"$200,000 or more",,,,,
,,,,,,
13077,,,,,,
13077,"$1 under $25,000",,,,,
13077,"$25,000 under $50,000",,,,,
13077,"$50,000 under $75,000",,,,,
13077,"$75,000 under $100,000",,,,,
13077,"$100,000 under $200,000",,,,,
13077,"$200,000 or more",,,,,
,,,,,,
13078,,,,,,
13078,"$1 under $25,000",,,,,
13078,"$25,000 under $50,000",,,,,
13078,"$50,000 under $75,000",,,,,
13078,"$75,000 under $100,000",,,,,
13078,"$100,000 under $200,000",,,,,
13078,"$200,000 or more",,,,,
,,,,,,
13080,,,,,,
13080,"$1 under $25,000",,,,,
13080,"$25,000 under $50,000",,,,,
13080,"$50,000 under $75,000",,,,,
13080,"$75,000 under $100,000",,,,,
13080,"$100,000 under $200,000",,,,,
13080,"$200,000 or more",,,,,
,,,,,,
13081,,,,,,
13081,"$1 under $25,000",,,,,
13081,"$25,000 under $50,000",,,,,
13081,"$50,000 under $75,000",,,,,
13081,"$75,000 under $100,000",,,,,
13081,"$100,000 under $200,000",,,,,
13081,"$200,000 or more",,,,,
,,,,,,
13082,,,,,,
13082,"$1 under $25,000",,,,,
13082,"$25,000 under $50,000",,,,,
13082,"$50,000 under $75,000",,,,,
13082,"$75,000 under $100,000",,,,,
13082,"$100,000 under $200,000",,,,,
13082,"$200,000 or more",,,,,
,,,,,,
13083,,,,,,
13083,"$1 under $25,000",,,,,
13083,"$25,000 under $50,000",,,,,
13083,"$50,000 under $75,000",,,,,
13083,"$75,000 under $100,000",,,,,
13083,"$100,000 under $200,000",,,,,
13083,"$200,000 or more",,,,,
,,,,,,
13084,,,,,,
13084,"$1 under $25,000",,,,,
13084,"$25,000 under $50,000",,,,,
13084,"$50,000 under $75,000",,,,,
13084,"$75,000 under $100,000",,,,,
13084,"$100,000 under $200,000",,,,,
13084,"$200,000 or more",,,,,
,,,,,,
13088,,,,,,
13088,"$1 under $25,000",,,,,
13088,"$25,000 under $50,000",,,,,
13088,"$50,000 under $75,000",,,,,
13088,"$75,000 under $100,000",,,,,
13088,"$100,000 under $200,000",,,,,
13088,"$200,000 or more",,,,,
,,,,,,
13090,,,,,,
13090,"$1 under $25,000",,,,,
13090,"$25,000 under $50,000",,,,,
13090,"$50,000 under $75,000",,,,,
13090,"$75,000 under $100,000",,,,,
13090,"$100,000 under $200,000",,,,,
13090,"$200,000 or more",,,,,
,,,,,,
13092,,,,,,
13092,"$1 under $25,000",,,,,
13092,"$25,000 under $50,000",,,,,
13092,"$50,000 under $75,000",,,,,
13092,"$75,000 under $100,000",,,,,
13092,"$100,000 under $200,000",,,,,
13092,"$200,000 or more",,,,,
,,,,,,
13101,,,,,,
13101,"$1 under $25,000",,,,,
13101,"$25,000 under $50,000",,,,,
13101,"$50,000 under $75,000",,,,,
13101,"$75,000 under $100,000",,,,,
13101,"$100,000 under $200,000",,,,,
13101,"$200,000 or more",,,,,
,,,,,,
13103,,,,,,
13103,"$1 under $25,000",,,,,
13103,"$25,000 under $50,000",,,,,
13103,"$50,000 under $75,000",,,,,
13103,"$75,000 under $100,000",,,,,
13103,"$100,000 under $200,000",,,,,
13103,"$200,000 or more",,,,,
,,,,,,
13104,,,,,,
13104,"$1 under $25,000",,,,,
13104,"$25,000 under $50,000",,,,,
13104,"$50,000 under $75,000",,,,,
13104,"$75,000 under $100,000",,,,,
13104,"$100,000 under $200,000",,,,,
13104,"$200,000 or more",,,,,
,,,,,,
13108,,,,,,
13108,"$1 under $25,000",,,,,
13108,"$25,000 under $50,000",,,,,
13108,"$50,000 under $75,000",,,,,
13108,"$75,000 under $100,000",,,,,
13108,"$100,000 under $200,000",,,,,
13108,"$200,000 or more",,,,,
,,,,,,
13110,,,,,,
13110,"$1 under $25,000",,,,,
13110,"$25,000 under $50,000",,,,,
13110,"$50,000 under $75,000",,,,,
13110,"$75,000 under $100,000",,,,,
13110,"$100,000 under $200,000",,,,,
13110,"$200,000 or more",,,,,
,,,,,,
13111,,,,,,
13111,"$1 under $25,000",,,,,
13111,"$25,000 under $50,000",,,,,
13111,"$50,000 under $75,000",,,,,
13111,"$75,000 under $100,000",,,,,
13111,"$100,000 under $200,000",,,,,
13111,"$200,000 or more",,,,,
,,,,,,
13112,,,,,,
13112,"$1 under $25,000",,,,,
13112,"$25,000 under $50,000",,,,,
13112,"$50,000 under $75,000",,,,,
13112,"$75,000 under $100,000",,,,,
13112,"$100,000 under $200,000",,,,,
13112,"$200,000 or more",,,,,
,,,,,,
13114,,,,,,
13114,"$1 under $25,000",,,,,
13114,"$25,000 under $50,000",,,,,
13114,"$50,000 under $75,000",,,,,
13114,"$75,000 under $100,000",,,,,
13114,"$100,000 under $200,000",,,,,
13114,"$200,000 or more",,,,,
,,,,,,
13116,,,,,,
13116,"$1 under $25,000",,,,,
13116,"$25,000 under $50,000",,,,,
13116,"$50,000 under $75,000",,,,,
13116,"$75,000 under $100,000",,,,,
13116,"$100,000 under $200,000",,,,,
13116,"$200,000 or more",,,,,
,,,,,,
13118,,,,,,
13118,"$1 under $25,000",,,,,
13118,"$25,000 under $50,000",,,,,
13118,"$50,000 under $75,000",,,,,
13118,"$75,000 under $100,000",,,,,
13118,"$100,000 under $200,000",,,,,
13118,"$200,000 or more",,,,,
,,,,,,
13120,,,,,,
13120,"$1 under $25,000",,,,,
13120,"$25,000 under $50,000",,,,,
13120,"$50,000 under $75,000",,,,,
13120,"$75,000 under $100,000",,,,,
13120,"$100,000 under $200,000",,,,,
13120,"$200,000 or more",,,,,
,,,,,,
13122,,,,,,
13122,"$1 under $25,000",,,,,
13122,"$25,000 under $50,000",,,,,
13122,"$50,000 under $75,000",,,,,
13122,"$75,000 under $100,000",,,,,
13122,"$100,000 under $200,000",,,,,
13122,"$200,000 or more",,,,,
,,,,,,
13126,,,,,,
13126,"$1 under $25,000",,,,,
13126,"$25,000 under $50,000",,,,,
13126,"$50,000 under $75,000",,,,,
13126,"$75,000 under $100,000",,,,,
13126,"$100,000 under $200,000",,,,,
13126,"$200,000 or more",,,,,
,,,,,,
13131,,,,,,
13131,"$1 under $25,000",,,,,
13131,"$25,000 under $50,000",,,,,
13131,"$50,000 under $75,000",,,,,
13131,"$75,000 under $100,000",,,,,
13131,"$100,000 under $200,000",,,,,
13131,"$200,000 or more",,,,,
,,,,,,
13132,,,,,,
13132,"$1 under $25,000",,,,,
13132,"$25,000 under $50,000",,,,,
13132,"$50,000 under $75,000",,,,,
13132,"$75,000 under $100,000",,,,,
13132,"$100,000 under $200,000",,,,,
13132,"$200,000 or more",,,,,
,,,,,,
13135,,,,,,
13135,"$1 under $25,000",,,,,
13135,"$25,000 under $50,000",,,,,
13135,"$50,000 under $75,000",,,,,
13135,"$75,000 under $100,000",,,,,
13135,"$100,000 under $200,000",,,,,
13135,"$200,000 or more",,,,,
,,,,,,
13136,,,,,,
13136,"$1 under $25,000",,,,,
13136,"$25,000 under $50,000",,,,,
13136,"$50,000 under $75,000",,,,,
13136,"$75,000 under $100,000",,,,,
13136,"$100,000 under $200,000",,,,,
13136,"$200,000 or more",,,,,
,,,,,,
13140,,,,,,
13140,"$1 under $25,000",,,,,
13140,"$25,000 under $50,000",,,,,
13140,"$50,000 under $75,000",,,,,
13140,"$75,000 under $100,000",,,,,
13140,"$100,000 under $200,000",,,,,
13140,"$200,000 or more",,,,,
,,,,,,
13141,,,,,,
13141,"$1 under $25,000",,,,,
13141,"$25,000 under $50,000",,,,,
13141,"$50,000 under $75,000",,,,,
13141,"$75,000 under $100,000",,,,,
13141,"$100,000 under $200,000",,,,,
13141,"$200,000 or more",,,,,
,,,,,,
13142,,,,,,
13142,"$1 under $25,000",,,,,
13142,"$25,000 under $50,000",,,,,
13142,"$50,000 under $75,000",,,,,
13142,"$75,000 under $100,000",,,,,
13142,"$100,000 under $200,000",,,,,
13142,"$200,000 or more",,,,,
,,,,,,
13143,,,,,,
13143,"$1 under $25,000",,,,,
13143,"$25,000 under $50,000",,,,,
13143,"$50,000 under $75,000",,,,,
13143,"$75,000 under $100,000",,,,,
13143,"$100,000 under $200,000",,,,,
13143,"$200,000 or more",,,,,
,,,,,,
13144,,,,,,
13144,"$1 under $25,000",,,,,
13144,"$25,000 under $50,000",,,,,
13144,"$50,000 under $75,000",,,,,
13144,"$75,000 under $100,000",,,,,
13144,"$100,000 under $200,000",,,,,
13144,"$200,000 or more",,,,,
,,,,,,
13145,,,,,,
13145,"$1 under $25,000",,,,,
13145,"$25,000 under $50,000",,,,,
13145,"$50,000 under $75,000",,,,,
13145,"$75,000 under $100,000",,,,,
13145,"$100,000 under $200,000",,,,,
13145,"$200,000 or more",,,,,
,,,,,,
13146,,,,,,
13146,"$1 under $25,000",,,,,
13146,"$25,000 under $50,000",,,,,
13146,"$50,000 under $75,000",,,,,
13146,"$75,000 under $100,000",,,,,
13146,"$100,000 under $200,000",,,,,
13146,"$200,000 or more",,,,,
,,,,,,
13147,,,,,,
13147,"$1 under $25,000",,,,,
13147,"$25,000 under $50,000",,,,,
13147,"$50,000 under $75,000",,,,,
13147,"$75,000 under $100,000",,,,,
13147,"$100,000 under $200,000",,,,,
13147,"$200,000 or more",,,,,
,,,,,,
13148,,,,,,
13148,"$1 under $25,000",,,,,
13148,"$25,000 under $50,000",,,,,
13148,"$50,000 under $75,000",,,,,
13148,"$75,000 under $100,000",,,,,
13148,"$100,000 under $200,000",,,,,
13148,"$200,000 or more",,,,,
,,,,,,
13152,,,,,,
13152,"$1 under $25,000",,,,,
13152,"$25,000 under $50,000",,,,,
13152,"$50,000 under $75,000",,,,,
13152,"$75,000 under $100,000",,,,,
13152,"$100,000 under $200,000",,,,,
13152,"$200,000 or more",,,,,
,,,,,,
13155,,,,,,
13155,"$1 under $25,000",,,,,
13155,"$25,000 under $50,000",,,,,
13155,"$50,000 under $75,000",,,,,
13155,"$75,000 under $100,000",,,,,
13155,"$100,000 under $200,000",,,,,
13155,"$200,000 or more",,,,,
,,,,,,
13156,,,,,,
13156,"$1 under $25,000",,,,,
13156,"$25,000 under $50,000",,,,,
13156,"$50,000 under $75,000",,,,,
13156,"$75,000 under $100,000",,,,,
13156,"$100,000 under $200,000",,,,,
13156,"$200,000 or more",,,,,
,,,,,,
13158,,,,,,
13158,"$1 under $25,000",,,,,
13158,"$25,000 under $50,000",,,,,
13158,"$50,000 under $75,000",,,,,
13158,"$75,000 under $100,000",,,,,
13158,"$100,000 under $200,000",,,,,
13158,"$200,000 or more",,,,,
